merchant_id,sector,tenure_months,credit_score,num_products,has_working_capital_loan,has_pos_machine,estimated_annual_turnover,account_balance,txn_count_90d,txn_count_30d,txn_velocity_drop_pct,avg_ticket_size_90d,ticket_size_variance_pct,balance_drop_pct,wc_utilization_pct,pos_txn_monthly,complaints_12m,days_since_last_txn,satisfaction_score,cashback_utilization,churn,risk_tier,sector_encoded,churn_probability
MRC00161,Textile & Apparel,106,535,2,1,1,941128.03,109658.44,40,11,17.5,5845.52,21.92,6.74,36.79,36,0,12,4,0.791,0,Low,6,0.00011473079
MRC00162,Small Mfg,26,681,3,0,0,519626.28,38024.8,41,15,-9.76,3149.25,22.33,7.69,0.0,0,0,13,5,0.811,0,Low,4,0.00019133696
MRC00163,Small Mfg,25,716,1,1,1,685599.89,23383.92,35,3,74.29,4862.41,39.71,45.25,84.49,4,4,15,2,0.012,1,High,4,0.999884
MRC00164,Agri-Allied,75,599,1,1,1,435489.38,18506.98,40,14,-5.0,2704.9,22.24,14.59,48.56,29,1,1,4,0.374,0,Low,0,9.919595e-05
MRC00165,Retail Trader,23,673,1,0,1,1372733.05,172283.64,39,11,15.38,8743.52,21.3,-2.89,0.0,35,2,4,3,0.9,0,Low,3,0.0007974683
MRC00166,Food & Beverages,98,620,2,0,1,823213.3,44140.82,45,7,53.33,4548.14,66.44,57.28,0.0,6,3,67,1,0.012,1,High,2,0.9999163
MRC00167,Textile & Apparel,57,635,2,1,0,178881.37,9725.08,33,4,63.64,1344.97,62.97,28.7,78.47,0,8,45,2,0.115,1,High,6,0.9997769
MRC00168,Retail Trader,52,450,2,0,1,989019.58,139271.61,51,19,-11.76,4824.49,23.79,0.33,0.0,37,0,5,4,0.737,0,Low,3,9.7494914e-05
MRC00169,Retail Trader,104,632,2,0,1,38158.72,4025.46,68,23,-1.47,139.78,12.7,6.62,0.0,43,0,4,5,0.675,0,Low,3,7.166325e-05
MRC00170,Small Mfg,87,727,3,0,0,1198559.58,41781.77,52,17,1.92,5734.73,19.57,3.94,0.0,0,1,0,5,0.532,0,Low,4,0.00019349305
MRC00171,Small Mfg,93,599,2,1,1,134426.35,5197.74,45,15,0.0,742.69,19.21,2.66,73.99,30,0,6,4,0.52,0,Low,4,0.00017815693
MRC00172,Retail Trader,31,654,3,0,1,650004.07,36015.27,41,2,85.37,3939.42,48.34,59.06,0.0,1,0,61,2,0.077,1,High,3,0.999759
MRC00173,Agri-Allied,64,589,3,1,1,173936.73,16910.03,48,17,-6.25,901.23,19.77,7.69,42.19,36,1,0,5,0.654,0,Low,0,0.0001412926
MRC00174,Retail Trader,71,678,2,1,1,731891.71,86266.11,47,16,-2.13,3872.44,5.71,12.85,69.95,42,0,0,5,0.304,0,Low,3,0.00013184709
MRC00175,Small Mfg,104,632,2,1,0,1459981.36,81298.39,42,15,-7.14,8638.94,19.78,-4.23,34.45,0,2,4,4,0.479,0,Low,4,0.0007700484
MRC00176,Retail Trader,33,574,3,1,1,4427707.45,589697.42,39,13,0.0,28201.96,5.47,-9.59,61.03,42,0,0,4,0.576,0,Low,3,0.000105120074
MRC00177,Small Mfg,85,756,3,1,0,114733.9,3923.14,34,12,-5.88,837.47,15.66,15.0,35.91,0,0,3,5,0.654,0,Low,4,0.00036496946
MRC00178,Textile & Apparel,2,724,1,1,1,2351508.39,110492.42,39,11,15.38,14977.76,21.78,-2.91,73.92,25,1,8,5,0.684,0,Low,6,0.000120838806
MRC00179,Construction,18,601,1,0,1,853741.08,124783.17,37,10,18.92,5729.81,21.59,-8.93,0.0,28,0,3,5,0.485,0,Low,1,0.000103947445
MRC00180,Retail Trader,47,689,4,1,1,424725.95,15934.37,43,4,72.09,2455.06,63.47,37.65,77.6,8,4,22,1,0.044,1,High,3,0.9996099
MRC00181,Textile & Apparel,33,692,1,1,1,1815420.73,245906.85,55,16,12.73,8214.57,17.05,6.72,53.86,24,0,3,3,0.447,0,Low,6,8.1313425e-05
MRC00182,Retail Trader,101,701,3,0,0,549569.31,61283.33,47,15,4.26,2907.77,8.68,4.7,0.0,0,0,5,5,0.786,0,Low,3,0.00020745717
MRC00183,Tech Services,98,514,1,1,1,1725515.87,50905.0,59,20,-1.69,7280.66,15.16,-4.83,53.08,30,1,9,4,0.411,0,Low,5,9.89641e-05
MRC00184,Tech Services,84,730,1,0,1,221743.45,18378.52,42,3,78.57,1312.09,55.29,30.05,0.0,6,1,76,2,0.018,1,High,5,0.999858
MRC00185,Retail Trader,35,604,1,1,1,341261.24,29849.2,47,6,61.7,1805.62,63.45,28.76,84.1,5,6,80,1,0.005,1,High,3,0.99989367
MRC00186,Small Mfg,51,621,1,0,0,2263267.36,319523.9,48,5,68.75,11726.77,57.02,47.38,0.0,0,0,17,3,0.098,1,High,4,0.9984817
MRC00187,Food & Beverages,114,861,1,1,1,4336077.21,324094.01,43,12,16.28,25064.03,22.44,-9.94,57.67,38,0,4,3,0.672,0,Low,2,0.00014493907
MRC00188,Agri-Allied,118,674,2,0,1,699388.54,54607.75,57,21,-10.53,3054.1,15.36,5.42,0.0,32,1,3,4,0.926,0,Low,0,0.00010617282
MRC00189,Agri-Allied,18,619,2,0,1,25725.89,890.7,47,13,17.02,136.12,19.09,-1.87,0.0,23,0,3,4,0.968,0,Low,0,5.8035068e-05
MRC00190,Retail Trader,110,473,4,1,1,574434.21,59219.82,43,15,-4.65,3320.43,14.92,-9.4,59.43,24,0,11,3,0.973,0,Low,3,0.00013450542
MRC00191,Retail Trader,88,761,1,1,1,758358.37,35958.78,52,19,-9.62,3628.51,17.35,1.5,53.86,24,0,2,5,0.572,0,Low,3,0.00014531796
MRC00192,Tech Services,72,542,2,1,1,551651.59,16593.31,43,16,-11.63,3188.74,6.85,13.39,41.67,26,1,11,4,0.495,0,Low,5,0.00010970162
MRC00193,Tech Services,30,569,2,0,1,1092092.65,163376.48,43,16,-11.63,6312.67,23.63,-3.63,0.0,22,1,1,4,0.887,0,Low,5,0.000106736516
MRC00194,Small Mfg,44,623,2,0,0,411559.17,22657.09,47,17,-8.51,2177.56,13.72,-3.72,0.0,0,0,1,4,0.657,0,Low,4,2.4400792e-05
MRC00195,Textile & Apparel,53,763,2,1,1,1995978.64,76519.66,43,14,2.33,11537.45,19.97,1.7,64.64,31,0,12,4,0.717,0,Low,6,0.00010366247
MRC00196,Textile & Apparel,10,711,1,1,1,179861.8,19952.74,37,12,2.7,1207.13,18.34,-6.29,57.84,21,1,9,3,0.767,0,Low,6,0.0001122036
MRC00197,Small Mfg,87,637,1,0,0,3217832.16,408081.23,46,15,2.17,17393.69,20.99,5.95,0.0,0,0,0,5,0.735,0,Low,4,5.8880447e-05
MRC00198,Tech Services,52,674,1,1,0,4686021.98,132755.35,50,18,-8.0,23313.54,5.7,10.98,55.54,0,0,13,4,0.624,0,Low,5,0.00010668523
MRC00199,Tech Services,49,601,1,0,0,243854.82,8218.18,57,20,-5.26,1064.87,23.71,-5.14,0.0,0,0,1,5,0.934,0,Low,5,0.00012598997
MRC00200,Food & Beverages,11,661,2,0,1,243696.82,7730.7,37,3,75.68,1635.55,67.52,40.57,0.0,4,1,18,3,0.112,1,High,2,0.998978
MRC00201,Small Mfg,66,655,1,0,0,1194017.68,31169.48,46,16,-4.35,6454.15,21.68,12.2,0.0,0,1,7,5,0.691,0,Low,4,6.0221173e-05
MRC00202,Retail Trader,58,727,3,1,0,175489.68,18554.41,42,14,0.0,1038.4,14.34,12.58,71.27,0,0,10,3,0.731,0,Low,3,0.00026967115
MRC00203,Retail Trader,90,727,3,1,1,403881.4,38966.77,42,15,-7.14,2389.83,20.93,3.82,38.47,27,0,1,4,0.666,0,Low,3,0.00010415243
MRC00204,Tech Services,36,689,4,1,1,2738805.26,290764.89,45,13,13.33,15131.52,16.5,-6.19,62.38,24,0,13,5,0.832,0,Low,5,9.5768686e-05
MRC00205,Small Mfg,33,621,3,1,1,1767590.92,151547.47,51,15,11.76,8622.39,15.07,6.48,59.0,27,0,7,5,0.661,0,Low,4,4.2371645e-05
MRC00206,Retail Trader,47,709,1,0,1,7851660.61,991476.29,54,20,-11.11,36182.77,20.7,8.37,0.0,28,0,6,4,0.719,0,Low,3,7.4357566e-05
MRC00207,Retail Trader,13,642,2,1,1,895324.03,81534.37,38,12,5.26,5851.79,17.56,8.86,65.02,24,1,0,5,0.709,0,Low,3,4.8233742e-05
MRC00208,Small Mfg,40,563,1,1,1,350457.39,48866.76,41,13,4.88,2123.98,6.54,13.36,39.32,27,0,2,5,0.951,0,Low,4,4.4961424e-05
MRC00209,Retail Trader,89,617,3,1,1,775677.57,64485.42,37,13,-5.41,5205.89,11.29,5.38,71.27,20,0,6,5,0.937,0,Low,3,6.899006e-05
MRC00210,Retail Trader,68,656,3,0,1,608829.78,74755.55,34,12,-5.88,4444.01,17.44,1.65,0.0,34,1,2,3,0.905,0,Low,3,5.818369e-05
MRC00211,Agri-Allied,42,722,3,1,1,619167.72,45172.52,44,13,11.36,3498.12,23.08,2.56,64.6,30,1,7,4,0.703,0,Low,0,8.484073e-05
MRC00212,Small Mfg,19,635,1,1,0,708875.75,54285.07,45,13,13.33,3916.44,23.66,-1.96,61.36,0,1,0,4,0.73,0,Low,4,6.759199e-05
MRC00213,Small Mfg,82,553,2,1,1,238441.66,31085.39,50,6,64.0,1186.28,37.71,45.33,76.96,4,2,74,1,0.076,1,High,4,0.99991894
MRC00214,Retail Trader,101,654,1,1,1,1023420.81,34791.99,42,15,-7.14,6055.74,10.09,7.94,65.9,33,1,11,3,0.875,0,Low,3,5.1257797e-05
MRC00215,Small Mfg,94,659,1,1,1,134538.28,12571.16,44,13,11.36,760.1,14.47,-9.5,66.87,31,0,10,4,0.706,0,Low,4,6.655411e-05
MRC00216,Retail Trader,19,664,2,0,1,308602.11,35311.41,41,15,-9.76,1870.32,13.67,-8.4,0.0,29,0,12,4,0.675,0,Low,3,5.7787718e-05
MRC00217,Textile & Apparel,58,723,1,1,1,632443.07,74346.64,39,12,7.69,4028.3,13.77,-1.65,44.9,37,0,7,4,0.867,0,Low,6,0.00010537007
MRC00218,Food & Beverages,23,731,4,1,1,48462.04,4695.69,43,5,65.12,280.13,37.58,23.86,80.58,4,3,41,1,0.061,1,High,2,0.99940944
MRC00219,Small Mfg,54,602,1,1,1,1835430.92,143619.5,46,17,-10.87,9921.25,8.47,2.08,35.61,20,0,1,5,0.887,0,Low,4,7.31389e-05
MRC00220,Food & Beverages,80,600,3,1,1,62082.2,3346.34,47,15,4.26,328.48,8.07,-4.62,73.91,37,1,12,5,0.929,0,Low,2,0.00016677995
MRC00221,Small Mfg,65,566,2,0,1,1629046.17,225175.58,52,15,13.46,7794.48,17.35,12.43,0.0,18,0,1,5,0.948,0,Low,4,0.00012057235
MRC00222,Agri-Allied,12,705,3,1,1,154605.01,10524.34,41,5,63.41,937.0,67.69,24.79,95.31,5,1,73,1,0.184,1,High,0,0.9979183
MRC00223,Retail Trader,24,765,3,0,1,448694.52,55579.33,51,16,5.88,2188.75,11.49,-0.75,0.0,33,0,10,5,0.497,0,Low,3,8.9617184e-05
MRC00224,Textile & Apparel,34,624,3,0,1,1359947.67,32797.22,50,18,-8.0,6765.91,13.88,7.89,0.0,26,0,13,3,0.308,0,Low,6,3.9937582e-05
MRC00225,Retail Trader,53,630,1,1,1,10198665.37,511789.4,35,10,14.29,72330.96,11.48,1.03,51.4,30,0,2,3,0.432,0,Low,3,3.268325e-05
MRC00226,Retail Trader,8,767,3,0,0,838812.41,54460.75,45,14,6.67,4634.32,20.15,8.25,0.0,0,0,8,4,0.377,0,Low,3,0.00028204374
MRC00227,Construction,18,690,1,0,1,67565.2,7250.06,39,13,0.0,430.35,8.34,-4.54,0.0,34,0,7,3,0.989,0,Low,1,0.00011747476
MRC00228,Textile & Apparel,57,684,1,0,0,2290851.54,140917.16,50,8,52.0,11397.27,69.23,15.17,0.0,0,2,76,2,0.131,1,High,6,0.99701023
MRC00229,Tech Services,112,554,1,1,1,552217.86,14013.79,51,18,-5.88,2693.75,18.01,1.52,58.04,29,2,1,5,0.768,0,Low,5,0.0007140678
MRC00230,Small Mfg,5,704,3,1,1,793245.46,33794.46,41,12,12.2,4807.55,9.61,-2.01,65.41,28,1,7,5,0.58,0,Low,4,0.00011567201
MRC00231,Food & Beverages,26,575,2,0,1,1424648.44,76491.51,45,13,13.33,7870.99,17.87,5.13,0.0,28,1,4,4,0.499,0,Low,2,0.00010302124
MRC00232,Agri-Allied,30,559,3,0,1,50490.8,2165.36,39,14,-7.69,321.6,6.17,9.72,0.0,26,0,13,4,0.594,0,Low,0,0.00013788637
MRC00233,Agri-Allied,54,622,2,1,1,735160.57,34173.35,55,7,61.82,3326.52,52.66,45.31,87.27,2,2,71,3,0.126,1,High,0,0.999828
MRC00234,Agri-Allied,13,603,1,1,1,446130.74,53519.81,55,19,-3.64,2018.69,8.08,9.01,40.89,32,0,12,5,0.65,0,Low,0,5.8581987e-05
MRC00235,Retail Trader,83,632,3,0,1,3160377.02,232491.16,56,20,-7.14,14046.12,10.81,-1.46,0.0,30,1,4,5,0.484,0,Low,3,5.269588e-05
MRC00236,Small Mfg,29,534,1,1,1,1745473.66,126849.33,37,11,10.81,11714.59,11.58,8.18,37.7,24,0,12,4,0.347,0,Low,4,9.597658e-05
MRC00237,Textile & Apparel,3,726,3,1,0,103528.03,15079.77,51,7,58.82,505.01,38.76,26.23,92.7,0,3,39,1,0.133,1,High,6,0.9996424
MRC00238,Retail Trader,90,740,1,1,0,3318923.44,259112.46,41,14,-2.44,20114.69,15.4,12.65,51.63,0,0,5,5,0.369,0,Low,3,0.00021312578
MRC00239,Small Mfg,104,494,2,1,1,1250970.37,175880.88,43,14,2.33,7231.04,17.6,7.67,48.79,30,0,13,4,0.495,0,Low,4,0.00010683864
MRC00240,Retail Trader,58,728,1,1,0,113926.65,6707.8,45,14,6.67,629.43,11.63,-6.24,69.01,0,2,10,5,0.729,0,Low,3,0.0016720097
MRC00241,Construction,76,585,1,0,1,779886.54,56215.32,48,17,-6.25,4040.86,15.64,-8.05,0.0,25,0,4,5,0.761,0,Low,1,0.00010198554
MRC00242,Construction,2,718,1,0,0,2525100.28,180587.18,40,3,77.5,15683.85,67.87,48.18,0.0,0,2,62,2,0.135,1,High,1,0.99988997
MRC00243,Tech Services,75,644,1,0,1,169930.93,15462.06,48,14,12.5,880.47,9.21,-0.87,0.0,36,0,12,4,0.98,0,Low,5,5.9460846e-05
MRC00244,Textile & Apparel,108,652,1,1,1,3809821.15,365560.52,56,16,14.29,16932.54,8.05,-5.8,73.87,29,0,9,5,0.568,0,Low,6,5.8461337e-05
MRC00245,Retail Trader,28,635,1,1,1,118758.28,6205.86,37,11,10.81,797.04,21.85,9.94,70.14,33,0,4,4,0.501,0,Low,3,5.491189e-05
MRC00246,Tech Services,82,746,2,1,0,282244.05,34762.86,44,15,-2.27,1594.6,13.21,-0.61,55.45,0,0,11,4,0.352,0,Low,5,0.00015878316
MRC00247,Textile & Apparel,77,550,2,0,0,235285.51,19893.01,42,15,-7.14,1392.22,21.94,-7.85,0.0,0,0,2,5,0.376,0,Low,6,0.00018375828
MRC00248,Construction,101,698,2,1,1,3806879.86,79623.41,44,16,-9.09,21507.8,13.49,-3.44,62.57,23,0,13,4,0.733,0,Low,1,0.00012196984
MRC00249,Construction,86,738,3,1,0,404651.16,39200.29,36,10,16.67,2790.7,5.43,6.92,72.72,0,1,1,3,0.852,0,Low,1,0.0002513032
MRC00250,Tech Services,76,707,2,1,1,180704.72,22361.8,53,5,71.7,848.38,30.84,37.55,75.01,1,3,37,2,0.104,1,High,5,0.99991953
MRC00251,Textile & Apparel,2,835,2,1,1,1244510.77,65412.33,54,19,-5.56,5735.07,17.2,-3.44,57.6,24,2,10,4,0.427,0,Low,6,0.000780311
MRC00252,Textile & Apparel,101,607,2,1,0,1612694.9,40193.57,37,13,-5.41,10823.46,13.95,-1.47,61.54,0,0,9,5,0.858,0,Low,6,5.1346153e-05
MRC00253,Tech Services,7,726,1,1,1,1625040.53,203021.55,45,15,0.0,8978.12,14.19,-8.75,42.54,15,0,6,3,0.981,0,Low,5,9.704579e-05
MRC00254,Textile & Apparel,26,641,2,1,1,526703.47,77381.15,43,15,-4.65,3044.53,24.97,13.83,39.07,36,1,0,4,0.763,0,Low,6,5.306086e-05
MRC00255,Retail Trader,90,748,1,1,1,989981.13,29653.17,46,16,-4.35,5351.25,15.88,-1.82,58.75,28,0,13,5,0.999,0,Low,3,0.00014046136
MRC00256,Agri-Allied,88,649,3,0,1,334275.34,47448.64,57,20,-5.26,1459.72,18.94,13.24,0.0,32,1,4,3,0.59,0,Low,0,6.990702e-05
MRC00257,Construction,76,618,2,1,1,5442570.43,363050.33,40,3,77.5,33804.79,54.52,58.16,75.36,1,1,72,3,0.188,1,High,1,0.99919385
MRC00258,Small Mfg,16,754,1,1,1,2879266.67,409970.57,55,19,-3.64,13028.36,5.0,-1.62,52.17,33,2,0,4,0.333,0,Low,4,0.0007510164
MRC00259,Agri-Allied,23,610,2,1,1,2675236.1,279158.51,51,18,-5.88,13049.93,16.05,7.35,71.97,28,2,11,4,0.383,0,Low,0,0.00052305876
MRC00260,Retail Trader,40,536,1,1,0,1891610.46,256751.62,51,15,11.76,9227.37,24.26,1.84,73.99,0,1,3,3,0.727,0,Low,3,9.299993e-05
MRC00261,Small Mfg,60,608,1,1,1,1360931.52,166249.07,39,11,15.38,8668.35,20.02,14.42,41.12,30,0,1,5,0.43,0,Low,4,4.926388e-05
MRC00262,Construction,73,699,1,1,1,163859.56,3873.59,49,17,-4.08,831.77,11.81,5.96,35.94,29,2,3,4,0.612,0,Low,1,0.0008773525
MRC00263,Retail Trader,32,761,2,1,1,1559633.61,44461.29,39,3,76.92,9933.97,60.91,27.96,76.74,6,5,80,2,0.106,1,High,3,0.9998846
MRC00264,Agri-Allied,15,658,2,0,1,836614.17,73912.18,54,17,5.56,3855.36,11.07,5.95,0.0,33,0,12,5,0.934,0,Low,0,5.3478678e-05
MRC00265,Tech Services,101,755,3,1,1,3321864.91,122412.29,44,14,4.55,18767.6,17.6,-4.49,65.23,34,1,5,5,0.942,0,Low,5,0.00015512371
MRC00266,Food & Beverages,13,541,1,1,1,1922050.26,153638.03,49,14,14.29,9756.6,6.95,-2.34,53.49,30,0,7,4,0.475,0,Low,2,9.105923e-05
MRC00267,Small Mfg,5,614,2,0,1,1411913.68,203459.5,33,12,-9.09,10615.89,10.8,7.82,0.0,28,0,3,5,0.369,0,Low,4,5.3818076e-05
MRC00268,Small Mfg,75,626,2,1,1,96657.61,5636.92,42,15,-7.14,571.94,14.96,-7.91,58.68,20,1,7,4,0.843,0,Low,4,5.695227e-05
MRC00269,Textile & Apparel,74,640,1,1,1,655530.01,54775.2,41,12,12.2,3972.91,15.7,-2.44,51.76,24,2,10,4,0.878,0,Low,6,0.0005086307
MRC00270,Textile & Apparel,52,656,2,1,1,373446.22,26123.96,54,15,16.67,1720.95,17.15,5.49,64.66,34,0,4,4,0.705,0,Low,6,2.3552753e-05
MRC00271,Food & Beverages,77,705,1,1,1,987408.5,100594.71,46,14,8.7,5337.34,20.94,14.89,72.92,21,0,8,5,0.38,0,Low,2,0.00015260381
MRC00272,Food & Beverages,41,614,1,0,0,443007.54,20023.87,48,5,68.75,2295.38,43.22,36.53,0.0,0,1,55,1,0.129,1,High,2,0.9990754
MRC00273,Tech Services,53,661,2,1,1,523799.93,28176.3,57,16,15.79,2287.34,9.5,10.81,42.38,26,0,2,4,0.818,0,Low,5,5.105607e-05
MRC00274,Tech Services,110,646,2,1,0,1265326.42,166567.34,44,16,-9.09,7148.74,22.45,2.52,39.6,0,1,7,4,0.634,0,Low,5,5.8253034e-05
MRC00275,Agri-Allied,50,575,1,0,0,434275.44,54490.15,46,16,-4.35,2347.43,21.62,10.12,0.0,0,0,12,3,0.958,0,Low,0,6.822994e-05
MRC00276,Agri-Allied,15,640,1,0,1,844001.75,103470.11,56,20,-7.14,3751.12,21.43,3.97,0.0,25,0,0,4,0.659,0,Low,0,4.756797e-05
MRC00277,Food & Beverages,106,638,1,1,1,117795.54,14161.33,52,18,-3.85,563.62,9.17,1.46,41.12,25,0,1,5,0.662,0,Low,2,6.02603e-05
MRC00278,Small Mfg,7,636,1,1,1,268637.52,21417.63,36,12,0.0,1852.67,6.17,-4.41,62.47,32,0,2,3,0.774,0,Low,4,2.6374615e-05
MRC00279,Small Mfg,40,652,1,1,1,1602783.37,183928.69,42,5,64.29,9483.93,45.27,17.92,91.43,8,0,70,1,0.067,1,High,4,0.99095976
MRC00280,Food & Beverages,28,656,1,1,1,166669.73,11722.99,33,12,-9.09,1253.16,22.4,4.96,64.04,30,3,0,5,0.507,0,Low,2,0.0006795064
MRC00281,Tech Services,32,615,2,0,1,3252290.56,107625.6,43,15,-4.65,18799.37,9.75,6.88,0.0,33,1,0,4,0.393,0,Low,5,4.5112087e-05
MRC00282,Textile & Apparel,99,751,1,0,0,2348480.84,167067.88,40,2,85.0,14586.84,46.08,21.07,0.0,0,2,35,2,0.14,1,High,6,0.99947304
MRC00283,Textile & Apparel,15,556,2,0,1,528672.32,21477.94,38,4,68.42,3455.37,31.89,45.57,0.0,5,2,74,2,0.136,1,High,6,0.99988294
MRC00284,Retail Trader,112,592,2,1,1,26654829.9,1887447.66,57,17,10.53,116396.64,10.96,14.12,43.77,32,0,2,4,0.915,0,Low,3,0.000116159565
MRC00285,Agri-Allied,100,872,1,0,1,3242075.58,190197.27,35,3,74.29,22993.44,33.26,26.31,0.0,6,3,33,1,0.107,1,High,0,0.9997329
MRC00286,Retail Trader,85,566,1,1,0,233483.01,22855.86,46,13,15.22,1262.07,8.02,12.07,68.05,0,1,7,4,0.503,0,Low,3,0.00016569243
MRC00287,Agri-Allied,70,541,3,1,0,1785856.81,119652.86,50,17,-2.0,8884.86,22.46,-0.1,48.05,0,0,7,4,0.526,0,Low,0,0.00010818514
MRC00288,Agri-Allied,65,708,1,1,1,789405.71,88197.66,48,3,81.25,4090.19,42.51,49.85,88.31,5,1,80,2,0.085,1,High,0,0.99995804
MRC00289,Textile & Apparel,4,483,1,1,1,287203.27,24865.79,42,15,-7.14,1699.43,8.81,-1.21,50.45,23,0,9,3,0.674,0,Low,6,5.9421112e-05
MRC00290,Small Mfg,11,631,1,1,1,202017.38,28188.29,51,19,-11.76,985.45,7.94,-0.6,31.33,32,0,1,4,0.36,0,Low,4,5.7116198e-05
MRC00291,Retail Trader,108,821,2,0,0,2406952.55,76621.26,46,5,67.39,13010.55,38.3,16.3,0.0,0,1,54,2,0.164,1,High,3,0.9947306
MRC00292,Retail Trader,26,526,2,0,1,355921.49,38938.59,47,17,-8.51,1883.18,5.35,3.17,0.0,27,0,13,5,0.729,0,Low,3,6.966738e-05
MRC00293,Food & Beverages,61,491,4,0,1,645479.27,69331.96,50,4,76.0,3211.34,30.29,37.4,0.0,4,2,69,3,0.026,1,High,2,0.9994708
MRC00294,Textile & Apparel,37,530,3,1,1,241534.81,34679.92,44,6,59.09,1364.6,42.49,51.18,76.98,4,0,73,2,0.021,1,High,6,0.9996037
MRC00295,Retail Trader,23,721,1,0,1,297214.83,20300.29,49,15,8.16,1508.7,5.49,12.69,0.0,27,1,4,4,0.626,0,Low,3,0.00011354286
MRC00296,Agri-Allied,93,739,1,1,0,626362.75,37398.2,47,14,10.64,3314.09,24.95,-3.46,64.49,0,0,0,5,0.94,0,Low,0,0.0002559381
MRC00297,Food & Beverages,85,608,1,0,1,1162192.37,49289.91,39,13,0.0,7402.5,13.98,6.29,0.0,27,0,2,5,0.39,0,Low,2,5.2351075e-05
MRC00298,Retail Trader,112,704,1,0,0,32662.05,1779.67,52,18,-3.85,156.28,19.58,2.53,0.0,0,1,0,4,0.65,0,Low,3,0.00023137803
MRC00299,Small Mfg,109,761,1,0,1,744377.64,63455.07,53,16,9.43,3494.73,19.74,-3.75,0.0,30,0,13,5,0.438,0,Low,4,0.00015141902
MRC00300,Retail Trader,109,792,1,1,0,297942.2,38405.55,48,14,12.5,1543.74,22.61,12.43,37.16,0,0,1,5,0.347,0,Low,3,0.00015035894
MRC00301,Retail Trader,113,630,1,1,1,3924836.23,223547.91,52,15,13.46,18779.12,7.07,-4.22,49.7,41,1,0,4,0.888,0,Low,3,4.596168e-05
MRC00302,Agri-Allied,91,465,1,1,1,24923038.51,1009544.44,39,12,7.69,158745.47,15.51,5.62,66.48,35,0,12,4,0.971,0,Low,0,0.000109399
MRC00303,Agri-Allied,103,584,1,1,1,473953.81,26246.0,53,16,9.43,2225.14,11.43,-1.62,30.55,31,0,13,3,0.628,0,Low,0,6.19991e-05
MRC00304,Small Mfg,40,615,4,1,1,92348.59,3058.63,56,17,8.93,410.44,15.97,10.65,55.87,30,2,11,5,0.513,0,Low,4,0.0003925996
MRC00305,Small Mfg,77,629,2,1,0,839240.31,117888.42,59,19,3.39,3541.1,11.64,5.51,37.78,0,0,4,4,0.368,0,Low,4,7.9713216e-05
MRC00306,Construction,23,634,4,1,1,570053.11,76068.54,41,15,-9.76,3454.87,8.67,10.81,63.49,28,0,8,4,0.448,0,Low,1,5.5451477e-05
MRC00307,Agri-Allied,16,739,1,1,1,7768757.34,466932.79,42,12,14.29,45968.98,18.46,-1.31,36.31,37,1,3,5,0.38,0,Low,0,0.00012524732
MRC00308,Textile & Apparel,94,751,2,1,1,5389198.4,280822.59,42,6,57.14,31888.75,56.56,57.84,97.3,3,4,57,3,0.157,1,High,6,0.9999385
MRC00309,Food & Beverages,61,636,1,1,1,2060480.91,283731.62,45,14,6.67,11383.87,22.91,-4.46,31.92,28,0,6,4,0.689,0,Low,2,4.779181e-05
MRC00310,Retail Trader,68,737,1,1,0,360759.61,7298.29,46,16,-4.35,1950.05,7.93,10.36,49.92,0,0,1,5,0.726,0,Low,3,0.00012719455
MRC00311,Textile & Apparel,104,678,1,1,1,1645113.41,161344.63,37,4,67.57,11041.03,54.09,30.24,88.56,3,1,34,2,0.057,1,High,6,0.99989164
MRC00312,Retail Trader,80,655,3,1,1,1002500.19,139428.22,40,12,10.0,6226.71,20.08,-2.01,43.0,33,0,6,4,0.529,0,Low,3,5.9223505e-05
MRC00313,Retail Trader,31,722,4,0,1,974410.39,83908.89,47,17,-8.51,5155.61,6.46,1.24,0.0,24,0,1,4,0.777,0,Low,3,0.00011296131
MRC00314,Construction,53,655,1,1,1,112434.28,2292.05,33,9,18.18,845.37,23.07,-3.13,71.97,38,0,5,3,0.359,0,Low,1,5.316129e-05
MRC00315,Food & Beverages,106,814,1,0,1,2608157.02,126373.78,47,15,4.26,13799.77,12.12,10.18,0.0,41,0,8,4,0.402,0,Low,2,0.00014672046
MRC00316,Small Mfg,25,534,1,1,0,830156.9,116153.4,44,13,11.36,4690.15,24.93,-1.96,50.83,0,2,0,3,0.497,0,Low,4,0.0009415873
MRC00317,Textile & Apparel,44,608,1,1,1,646281.46,14355.8,46,14,8.7,3493.41,6.38,5.1,67.05,28,0,4,3,0.37,0,Low,6,4.2381667e-05
MRC00318,Retail Trader,12,639,1,1,1,354978.39,25317.55,40,13,2.5,2204.83,19.34,1.28,66.05,24,0,3,5,0.658,0,Low,3,2.6090478e-05
MRC00319,Retail Trader,90,685,1,0,0,281435.96,34522.85,55,20,-9.09,1273.47,8.21,-2.82,0.0,0,2,5,5,0.654,0,Low,3,0.0014981718
MRC00320,Retail Trader,101,751,2,0,0,1067372.2,137639.6,45,14,6.67,5897.08,13.05,-3.37,0.0,0,0,13,3,0.354,0,Low,3,0.00024951072
MRC00321,Agri-Allied,112,648,1,0,1,89411.5,7339.7,41,14,-2.44,541.89,13.86,2.55,0.0,29,0,8,4,0.429,0,Low,0,6.5184e-05
